participant_id,response_id,scenario,topic,shown_code_1,shown_code_2,shown_type_1,shown_type_2,pair,preferred_code,preferred_type,preferred_type_name,no_clear_preference
P045,R_2AuWuLj6hrD3vbP,B5,Belly/stomach pain,B5D,B5E,D,E,D|E,B5D,D,LLM natural-language explanation,False
P046,R_2znLVXbmg45JWPC,B5,Belly/stomach pain,B5B,B5C,B,C,B|C,B5B,B,Local feature-attribution / key-factor explanation,False
P047,R_2r2g76EB5WzlPlE,B5,Belly/stomach pain,B5B,B5E,B,E,B|E,B5B,B,Local feature-attribution / key-factor explanation,False
P049,R_2h4sb4bawJdulOo,B5,Belly/stomach pain,B5B,B5E,B,E,B|E,B5E,E,Doctor-written-style explanation,False
P050,R_2HXj0saAJh7x4Us,B5,Belly/stomach pain,B5B,B5E,B,E,B|E,B5E,E,Doctor-written-style explanation,False
P051,R_83jcdRgKC1yerGN,B5,Belly/stomach pain,B5D,B5E,D,E,D|E,B5E,E,Doctor-written-style explanation,False
P052,R_8hng6Y9RSLYM1uE,B5,Belly/stomach pain,B5B,B5D,B,D,B|D,B5B,B,Local feature-attribution / key-factor explanation,False
P053,R_2dd6WbDazlsp6GR,B5,Belly/stomach pain,B5B,B5D,B,D,B|D,B5B,B,Local feature-attribution / key-factor explanation,False
P054,R_8jUwtXkghMAko4Z,B5,Belly/stomach pain,B5B,B5D,B,D,B|D,B5B,B,Local feature-attribution / key-factor explanation,False
P055,R_2OI7cjnhWztRfXn,B5,Belly/stomach pain,B5C,B5E,C,E,C|E,B5E,E,Doctor-written-style explanation,False
P056,R_8raIXWlKLqKNVMR,B5,Belly/stomach pain,B5B,B5E,B,E,B|E,B5E,E,Doctor-written-style explanation,False
P057,R_2eQKZJlPjVkBdRH,B5,Belly/stomach pain,B5A,B5B,A,B,A|B,B5A,A,Rule-based decision path,False
P058,R_8t0tOyMuhWUt6AF,B5,Belly/stomach pain,B5C,B5E,C,E,C|E,B5E,E,Doctor-written-style explanation,False
P059,R_2HrQQwfw9gObwJz,B5,Belly/stomach pain,B5A,B5D,A,D,A|D,B5A,A,Rule-based decision path,False
P060,R_2KDwfKnAPQGoSO7,B5,Belly/stomach pain,B5A,B5D,A,D,A|D,B5D,D,LLM natural-language explanation,False
P061,R_2KGVjxNJbUxmmwN,B5,Belly/stomach pain,B5B,B5D,B,D,B|D,B5B,B,Local feature-attribution / key-factor explanation,False
P063,R_2pXrXB3B3nykjrP,B5,Belly/stomach pain,B5B,B5C,B,C,B|C,B5C,C,Counterfactual explanation,False
P002,R_8txlseIZpRyf8eF,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1A,A,Rule-based decision path,False
P006,R_2z7P4z2c1fY25eU,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P008,R_8CZZj2bH16ds3Gk,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1A,A,Rule-based decision path,False
P009,R_2CJjxOa0OLMTNE1,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P011,R_8gxhawknMc9x5oB,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P012,R_8kHr5DLgYiobzXY,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P013,R_8dtu7pifvNrExGt,C1,Cold/cough/sore throat,C1C,C1E,C,E,C|E,C1E,E,Doctor-written-style explanation,False
P014,R_2AjdnF20eeiyFcR,C1,Cold/cough/sore throat,C1A,C1C,A,C,A|C,C1A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P019,R_8oSGgsahbAT7s0T,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P020,R_2nGbLUYu0UNb0Ax,C1,Cold/cough/sore throat,C1D,C1E,D,E,D|E,C1E,E,Doctor-written-style explanation,False
P021,R_2m8uvmVPOFVMslr,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P022,R_2kM6LikSFtKGR2U,C1,Cold/cough/sore throat,C1D,C1E,D,E,D|E,C1E,E,Doctor-written-style explanation,False
P023,R_2FquOcvznAFp1ND,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P024,R_2gMzN6NBgzZJ0Mb,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P025,R_8OHDD9l9hNnRn3F,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P026,R_2dnacUtaiDoQt0u,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P027,R_2anPrrpI4mN0rAa,C1,Cold/cough/sore throat,C1B,C1D,B,D,B|D,C1B,B,Local feature-attribution / key-factor explanation,False
P028,R_2Xoi8XWGpvrHu2s,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P030,R_81YN18e9BJFiEKu,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P031,R_8ieNZXGBztLmYKu,C1,Cold/cough/sore throat,C1A,C1B,A,B,A|B,C1A,A,Rule-based decision path,False
P032,R_2jHdIVqxp0LxPTz,C1,Cold/cough/sore throat,C1A,C1B,A,B,A|B,C1A,A,Rule-based decision path,False
P033,R_8Ev4OYXrNqG40Ig,C1,Cold/cough/sore throat,C1A,C1B,A,B,A|B,C1A,A,Rule-based decision path,False
P034,R_8fcTUmtbd7RWvR6,C1,Cold/cough/sore throat,C1A,C1C,A,C,A|C,C1A,A,Rule-based decision path,False
P035,R_2D6WTpT3P1jmFdZ,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,C1,Cold/cough/sore throat,C1B,C1D,B,D,B|D,C1B,B,Local feature-attribution / key-factor explanation,False
P037,R_8Ym68fZB8lcHaLU,C1,Cold/cough/sore throat,C1A,C1C,A,C,A|C,C1A,A,Rule-based decision path,False
P038,R_2pqPccJ7X6Ow6bL,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P039,R_8TXLz2ngPXUHsg1,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P042,R_2rkSvqGWFPcgMzT,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P043,R_2QbMl2dK6QFsqD7,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P045,R_2AuWuLj6hrD3vbP,C1,Cold/cough/sore throat,C1A,C1B,A,B,A|B,C1A,A,Rule-based decision path,False
P046,R_2znLVXbmg45JWPC,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1A,A,Rule-based decision path,False
P047,R_2r2g76EB5WzlPlE,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1A,A,Rule-based decision path,False
P050,R_2HXj0saAJh7x4Us,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1A,A,Rule-based decision path,False
P051,R_83jcdRgKC1yerGN,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1A,A,Rule-based decision path,False
P055,R_2OI7cjnhWztRfXn,C1,Cold/cough/sore throat,C1A,C1E,A,E,A|E,C1E,E,Doctor-written-style explanation,False
P056,R_8raIXWlKLqKNVMR,C1,Cold/cough/sore throat,C1B,C1C,B,C,B|C,C1C,C,Counterfactual explanation,False
P058,R_8t0tOyMuhWUt6AF,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1D,D,LLM natural-language explanation,False
P059,R_2HrQQwfw9gObwJz,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P060,R_2KDwfKnAPQGoSO7,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P061,R_2KGVjxNJbUxmmwN,C1,Cold/cough/sore throat,C1B,C1E,B,E,B|E,C1E,E,Doctor-written-style explanation,False
P062,R_29if10lWZQQSQN4,C1,Cold/cough/sore throat,C1B,C1D,B,D,B|D,C1D,D,LLM natural-language explanation,False
P063,R_2pXrXB3B3nykjrP,C1,Cold/cough/sore throat,C1A,C1D,A,D,A|D,C1D,D,LLM natural-language explanation,False
P002,R_8txlseIZpRyf8eF,C2,Cold/cough/sore throat,C2B,C2E,B,E,B|E,C2B,B,Local feature-attribution / key-factor explanation,False
P004,R_2QsZYZ5xhhmtprB,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P006,R_2z7P4z2c1fY25eU,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P007,R_8eXG1jT9WHRNk6g,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P008,R_8CZZj2bH16ds3Gk,C2,Cold/cough/sore throat,C2B,C2E,B,E,B|E,C2E,E,Doctor-written-style explanation,False
P009,R_2CJjxOa0OLMTNE1,C2,Cold/cough/sore throat,C2B,C2C,B,C,B|C,C2B,B,Local feature-attribution / key-factor explanation,False
P010,R_8ksIbWWcn2o4emB,C2,Cold/cough/sore throat,C2A,C2C,A,C,A|C,C2A,A,Rule-based decision path,False
P011,R_8gxhawknMc9x5oB,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P012,R_8kHr5DLgYiobzXY,C2,Cold/cough/sore throat,C2B,C2C,B,C,B|C,C2B,B,Local feature-attribution / key-factor explanation,False
P013,R_8dtu7pifvNrExGt,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P017,R_28IjKGpZ0JV8Bd7,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P019,R_8oSGgsahbAT7s0T,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P020,R_2nGbLUYu0UNb0Ax,C2,Cold/cough/sore throat,C2A,C2B,A,B,A|B,C2A,A,Rule-based decision path,False
P021,R_2m8uvmVPOFVMslr,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P022,R_2kM6LikSFtKGR2U,C2,Cold/cough/sore throat,C2B,C2C,B,C,B|C,C2C,C,Counterfactual explanation,False
P023,R_2FquOcvznAFp1ND,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P024,R_2gMzN6NBgzZJ0Mb,C2,Cold/cough/sore throat,C2B,C2C,B,C,B|C,C2C,C,Counterfactual explanation,False
P025,R_8OHDD9l9hNnRn3F,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P026,R_2dnacUtaiDoQt0u,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,C2,Cold/cough/sore throat,C2C,C2E,C,E,C|E,C2E,E,Doctor-written-style explanation,False
P028,R_2Xoi8XWGpvrHu2s,C2,Cold/cough/sore throat,C2B,C2C,B,C,B|C,C2C,C,Counterfactual explanation,False
P029,R_2If52xcbQMEJyPn,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P030,R_81YN18e9BJFiEKu,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P031,R_8ieNZXGBztLmYKu,C2,Cold/cough/sore throat,C2D,C2E,D,E,D|E,C2E,E,Doctor-written-style explanation,False
P032,R_2jHdIVqxp0LxPTz,C2,Cold/cough/sore throat,C2D,C2E,D,E,D|E,C2E,E,Doctor-written-style explanation,False
P033,R_8Ev4OYXrNqG40Ig,C2,Cold/cough/sore throat,C2D,C2E,D,E,D|E,C2E,E,Doctor-written-style explanation,False
P034,R_8fcTUmtbd7RWvR6,C2,Cold/cough/sore throat,C2A,C2E,A,E,A|E,C2A,A,Rule-based decision path,False
P035,R_2D6WTpT3P1jmFdZ,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P036,R_2GE84SlDOivjQig,C2,Cold/cough/sore throat,C2A,C2E,A,E,A|E,C2A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,C2,Cold/cough/sore throat,C2C,C2E,C,E,C|E,C2E,E,Doctor-written-style explanation,False
P038,R_2pqPccJ7X6Ow6bL,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P039,R_8TXLz2ngPXUHsg1,C2,Cold/cough/sore throat,C2B,C2D,B,D,B|D,C2B,B,Local feature-attribution / key-factor explanation,False
P041,R_8fMgmliGsAUQpMJ,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P045,R_2AuWuLj6hrD3vbP,C2,Cold/cough/sore throat,C2D,C2E,D,E,D|E,C2E,E,Doctor-written-style explanation,False
P046,R_2znLVXbmg45JWPC,C2,Cold/cough/sore throat,C2B,C2E,B,E,B|E,C2E,E,Doctor-written-style explanation,False
P047,R_2r2g76EB5WzlPlE,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P049,R_2h4sb4bawJdulOo,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P050,R_2HXj0saAJh7x4Us,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P051,R_83jcdRgKC1yerGN,C2,Cold/cough/sore throat,C2B,C2E,B,E,B|E,C2E,E,Doctor-written-style explanation,False
P055,R_2OI7cjnhWztRfXn,C2,Cold/cough/sore throat,C2C,C2D,C,D,C|D,C2D,D,LLM natural-language explanation,False
P056,R_8raIXWlKLqKNVMR,C2,Cold/cough/sore throat,C2A,C2D,A,D,A|D,C2A,A,Rule-based decision path,False
P057,R_2eQKZJlPjVkBdRH,C2,Cold/cough/sore throat,C2A,C2C,A,C,A|C,C2A,A,Rule-based decision path,False
P058,R_8t0tOyMuhWUt6AF,C2,Cold/cough/sore throat,C2A,C2C,A,C,A|C,C2C,C,Counterfactual explanation,False
P060,R_2KDwfKnAPQGoSO7,C2,Cold/cough/sore throat,C2A,C2E,A,E,A|E,C2E,E,Doctor-written-style explanation,False
P061,R_2KGVjxNJbUxmmwN,C2,Cold/cough/sore throat,C2A,C2C,A,C,A|C,C2C,C,Counterfactual explanation,False
P062,R_29if10lWZQQSQN4,C2,Cold/cough/sore throat,C2C,C2E,C,E,C|E,C2E,E,Doctor-written-style explanation,False
P001,R_2siP2AR4k5kxlQd,C3,Cold/cough/sore throat,C3B,C3E,B,E,B|E,C3E,E,Doctor-written-style explanation,False
P002,R_8txlseIZpRyf8eF,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P005,R_2mk0Otms6W3G7m6,C3,Cold/cough/sore throat,C3B,C3E,B,E,B|E,C3E,E,Doctor-written-style explanation,False
P006,R_2z7P4z2c1fY25eU,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P008,R_8CZZj2bH16ds3Gk,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P009,R_2CJjxOa0OLMTNE1,C3,Cold/cough/sore throat,C3D,C3E,D,E,D|E,C3E,E,Doctor-written-style explanation,False
P010,R_8ksIbWWcn2o4emB,C3,Cold/cough/sore throat,C3B,C3D,B,D,B|D,C3B,B,Local feature-attribution / key-factor explanation,False
P011,R_8gxhawknMc9x5oB,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P012,R_8kHr5DLgYiobzXY,C3,Cold/cough/sore throat,C3A,C3D,A,D,A|D,C3A,A,Rule-based decision path,False
P013,R_8dtu7pifvNrExGt,C3,Cold/cough/sore throat,C3B,C3D,B,D,B|D,C3B,B,Local feature-attribution / key-factor explanation,False
P014,R_2AjdnF20eeiyFcR,C3,Cold/cough/sore throat,C3A,C3E,A,E,A|E,C3A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P019,R_8oSGgsahbAT7s0T,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P020,R_2nGbLUYu0UNb0Ax,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P021,R_2m8uvmVPOFVMslr,C3,Cold/cough/sore throat,C3C,C3E,C,E,C|E,C3E,E,Doctor-written-style explanation,False
P022,R_2kM6LikSFtKGR2U,C3,Cold/cough/sore throat,C3A,C3E,A,E,A|E,C3E,E,Doctor-written-style explanation,False
P023,R_2FquOcvznAFp1ND,C3,Cold/cough/sore throat,C3B,C3C,B,C,B|C,C3B,B,Local feature-attribution / key-factor explanation,False
P024,R_2gMzN6NBgzZJ0Mb,C3,Cold/cough/sore throat,C3A,C3D,A,D,A|D,C3A,A,Rule-based decision path,False
P025,R_8OHDD9l9hNnRn3F,C3,Cold/cough/sore throat,C3B,C3C,B,C,B|C,C3B,B,Local feature-attribution / key-factor explanation,False
P026,R_2dnacUtaiDoQt0u,C3,Cold/cough/sore throat,C3C,C3E,C,E,C|E,C3C,C,Counterfactual explanation,False
P027,R_2anPrrpI4mN0rAa,C3,Cold/cough/sore throat,C3A,C3E,A,E,A|E,C3A,A,Rule-based decision path,False
P028,R_2Xoi8XWGpvrHu2s,C3,Cold/cough/sore throat,C3A,C3D,A,D,A|D,C3A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P030,R_81YN18e9BJFiEKu,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P031,R_8ieNZXGBztLmYKu,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P032,R_2jHdIVqxp0LxPTz,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P033,R_8Ev4OYXrNqG40Ig,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P034,R_8fcTUmtbd7RWvR6,C3,Cold/cough/sore throat,C3B,C3C,B,C,B|C,C3B,B,Local feature-attribution / key-factor explanation,False
P035,R_2D6WTpT3P1jmFdZ,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,C3,Cold/cough/sore throat,C3B,C3C,B,C,B|C,C3B,B,Local feature-attribution / key-factor explanation,False
P037,R_8Ym68fZB8lcHaLU,C3,Cold/cough/sore throat,C3A,C3D,A,D,A|D,C3A,A,Rule-based decision path,False
P038,R_2pqPccJ7X6Ow6bL,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P039,R_8TXLz2ngPXUHsg1,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P046,R_2znLVXbmg45JWPC,C3,Cold/cough/sore throat,C3A,C3C,A,C,A|C,C3A,A,Rule-based decision path,False
P047,R_2r2g76EB5WzlPlE,C3,Cold/cough/sore throat,C3A,C3B,A,B,A|B,C3A,A,Rule-based decision path,False
P049,R_2h4sb4bawJdulOo,C3,Cold/cough/sore throat,C3A,C3B,A,B,A|B,C3A,A,Rule-based decision path,False
P050,R_2HXj0saAJh7x4Us,C3,Cold/cough/sore throat,C3A,C3B,A,B,A|B,C3A,A,Rule-based decision path,False
P051,R_83jcdRgKC1yerGN,C3,Cold/cough/sore throat,C3C,C3D,C,D,C|D,C3C,C,Counterfactual explanation,False
P055,R_2OI7cjnhWztRfXn,C3,Cold/cough/sore throat,C3B,C3E,B,E,B|E,C3E,E,Doctor-written-style explanation,False
P057,R_2eQKZJlPjVkBdRH,C3,Cold/cough/sore throat,C3D,C3E,D,E,D|E,C3E,E,Doctor-written-style explanation,False
P058,R_8t0tOyMuhWUt6AF,C3,Cold/cough/sore throat,C3A,C3D,A,D,A|D,C3A,A,Rule-based decision path,False
P060,R_2KDwfKnAPQGoSO7,C3,Cold/cough/sore throat,C3B,C3D,B,D,B|D,C3D,D,LLM natural-language explanation,False
P061,R_2KGVjxNJbUxmmwN,C3,Cold/cough/sore throat,C3D,C3E,D,E,D|E,C3E,E,Doctor-written-style explanation,False
P062,R_29if10lWZQQSQN4,C3,Cold/cough/sore throat,C3A,C3E,A,E,A|E,C3E,E,Doctor-written-style explanation,False
P063,R_2pXrXB3B3nykjrP,C3,Cold/cough/sore throat,C3D,C3E,D,E,D|E,C3D,D,LLM natural-language explanation,False
P001,R_2siP2AR4k5kxlQd,C4,Cold/cough/sore throat,C4A,C4D,A,D,A|D,C4D,D,LLM natural-language explanation,False
P002,R_8txlseIZpRyf8eF,C4,Cold/cough/sore throat,C4A,C4B,A,B,A|B,C4B,B,Local feature-attribution / key-factor explanation,False
P004,R_2QsZYZ5xhhmtprB,C4,Cold/cough/sore throat,C4C,C4E,C,E,C|E,C4E,E,Doctor-written-style explanation,False
P005,R_2mk0Otms6W3G7m6,C4,Cold/cough/sore throat,C4C,C4D,C,D,C|D,C4C,C,Counterfactual explanation,False
P006,R_2z7P4z2c1fY25eU,C4,Cold/cough/sore throat,C4B,C4E,B,E,B|E,C4E,E,Doctor-written-style explanation,False
P007,R_8eXG1jT9WHRNk6g,C4,Cold/cough/sore throat,C4B,C4E,B,E,B|E,C4E,E,Doctor-written-style explanation,False
P008,R_8CZZj2bH16ds3Gk,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P009,R_2CJjxOa0OLMTNE1,C4,Cold/cough/sore throat,C4A,C4B,A,B,A|B,C4A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,C4,Cold/cough/sore throat,C4A,C4E,A,E,A|E,C4A,A,Rule-based decision path,False
P011,R_8gxhawknMc9x5oB,C4,Cold/cough/sore throat,C4C,C4E,C,E,C|E,C4E,E,Doctor-written-style explanation,False
P012,R_8kHr5DLgYiobzXY,C4,Cold/cough/sore throat,C4D,C4E,D,E,D|E,C4E,E,Doctor-written-style explanation,False
P013,R_8dtu7pifvNrExGt,C4,Cold/cough/sore throat,C4A,C4E,A,E,A|E,C4A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,C4,Cold/cough/sore throat,C4C,C4D,C,D,C|D,C4C,C,Counterfactual explanation,False
P017,R_28IjKGpZ0JV8Bd7,C4,Cold/cough/sore throat,C4B,C4E,B,E,B|E,C4E,E,Doctor-written-style explanation,False
P019,R_8oSGgsahbAT7s0T,C4,Cold/cough/sore throat,C4C,C4D,C,D,C|D,C4C,C,Counterfactual explanation,False
P020,R_2nGbLUYu0UNb0Ax,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P021,R_2m8uvmVPOFVMslr,C4,Cold/cough/sore throat,C4A,C4D,A,D,A|D,C4A,A,Rule-based decision path,False
P023,R_2FquOcvznAFp1ND,C4,Cold/cough/sore throat,C4A,C4E,A,E,A|E,C4A,A,Rule-based decision path,False
P024,R_2gMzN6NBgzZJ0Mb,C4,Cold/cough/sore throat,C4B,C4E,B,E,B|E,C4E,E,Doctor-written-style explanation,False
P025,R_8OHDD9l9hNnRn3F,C4,Cold/cough/sore throat,C4A,C4E,A,E,A|E,C4A,A,Rule-based decision path,False
P026,R_2dnacUtaiDoQt0u,C4,Cold/cough/sore throat,C4A,C4B,A,B,A|B,C4A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P028,R_2Xoi8XWGpvrHu2s,C4,Cold/cough/sore throat,C4A,C4B,A,B,A|B,C4A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P030,R_81YN18e9BJFiEKu,C4,Cold/cough/sore throat,C4B,C4E,B,E,B|E,C4E,E,Doctor-written-style explanation,False
P031,R_8ieNZXGBztLmYKu,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P032,R_2jHdIVqxp0LxPTz,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P033,R_8Ev4OYXrNqG40Ig,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P034,R_8fcTUmtbd7RWvR6,C4,Cold/cough/sore throat,C4A,C4D,A,D,A|D,C4A,A,Rule-based decision path,False
P035,R_2D6WTpT3P1jmFdZ,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P036,R_2GE84SlDOivjQig,C4,Cold/cough/sore throat,C4D,C4E,D,E,D|E,C4E,E,Doctor-written-style explanation,False
P037,R_8Ym68fZB8lcHaLU,C4,Cold/cough/sore throat,C4B,C4E,B,E,B|E,C4E,E,Doctor-written-style explanation,False
P038,R_2pqPccJ7X6Ow6bL,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P039,R_8TXLz2ngPXUHsg1,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P041,R_8fMgmliGsAUQpMJ,C4,Cold/cough/sore throat,C4D,C4E,D,E,D|E,C4E,E,Doctor-written-style explanation,False
P042,R_2rkSvqGWFPcgMzT,C4,Cold/cough/sore throat,C4D,C4E,D,E,D|E,C4E,E,Doctor-written-style explanation,False
